"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Link","Abstract","Author Keywords","Index Keywords"
"Farooq F.; Mohammad S.S.; Nazir N.A.; Shah P.A.","Farooq, Foziya (58814470400); Mohammad, Sheikh Sajid (58190130600); Nazir, Nazir Ahmed (57190699261); Shah, Parvez Ahmad (58814776700)","58814470400; 58190130600; 57190699261; 58814776700","Happiness at work: a systematic literature review","2024","International Journal of Organizational Analysis","","","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85182471599&doi=10.1108%2fIJOA-08-2023-3902&partnerID=40&md5=9ca1312b530f2628c32e3186b5a78543","Purpose: This study aims to systematically review the literature on happiness at work (HAW) by analysing existing studies, identifying relevant themes in HAW research and evaluating the methodologies used in the literature. Design/methodology/approach: The study used a systematic review process, following the guidelines and principles outlined in the updated Preferred Reporting Items for Systematic Reviews and Meta-Analyses statement 2020 and checklist. Articles were collected from six databases: Emerald insight, Taylor & Francis Online, Science Direct, Wiley Online Library, Springer and MDPI. Subsequently, systematic review was performed on 41 HAW articles published in 29 different journals between 2010 and 2022. The authors only considered articles that were either indexed by Scopus or in the Academic Journal Guide (AJG) list. Findings: The study identified six major themes, assessed the operationalisation of HAW and analysed the research methodologies and statistical tools used in the sample studies. Majority of the articles discussed the antecedents of HAW followed by the HAW as a mediator. There is a high heterogeneity in the operationalisation of HAW in the reviewed articles. Moreover, majority of the studies have prioritised service sectors over the industrial sectors. Originality/value: This study represents the first comprehensive review of the existing literature on HAW by using a systematic review methodology. © 2023, Emerald Publishing Limited.","Employee happiness; Happiness at work; Work happiness; Workplace happiness",""
"Alsaad A.A.; Dato Mansor Z.B.; Ghazali H.B.","Alsaad, Abdulaziz Abdulrahman (58487314500); Dato Mansor, Zuraina binti (55671919200); Ghazali, Hazrina binti (37115484500)","58487314500; 55671919200; 37115484500","The Effect of TQM Practices on Job Satisfaction in Higher Education Institutes:A Systematic Literature Review from the Last Two Decades","2023","Journal of Optimization in Industrial Engineering","16","1","","75","87","12","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85164837513&doi=10.22094%2fJOIE.2023.1972035.2001&partnerID=40&md5=a71aa2b13031eb09a2f0a1fadd09041f","Total quality management (TQM) has emerged as a global concern in the twenty-first century. TQM is an essential strategy for sustaining competitive advantage and managing businesses to improve overall effectiveness and performance in the pursuit of world-class status. Higher education institutions face global competition, technological advancements, cost control and other financial pressures. In this context, current research aims to evaluate the effectiveness of job satisfaction among employees of higher education institutes by implementing Total Quality Management (TQM) practices. Higher education institutions (HEIs) work in an increasingly complicated and challenging environment. In this context, the paper’s organisation is as follows the PRISMA statement 2020 to include and exclude records from the Scopus database. Furthermore, we employed key terms occurrences analysis to identify the significant themes in the review literature. The VOS Viewer emphasized the number of keywords and key phrases used in the articles. During the data analysis phase, three key data streams were extracted: quality management, work satisfaction in higher education institutes, and TQM techniques and implementation. The result indicates that accepting quality management, on the other hand, offers the advantage of increasing employees' happiness and more significant learning and service quality. Furthermore, findings indicate that TQM approaches like reward and recognition, employee empowerment, training and education, quality culture, and connection and cooperation all benefit employee job satisfaction. The findings indicate that TQM is a philosophy of continuous improvement that may give a set of skills and scientific instruments to meet any educational institution's current and future requirements and expectations. © 2023 Qazvin Islamic Azad University. All rights reserved.","Higher Education Institutes; Job Satisfaction; PRISMA Statement; Quality Management; TQM; Work Satisfaction",""
"Kim C.Y.","Kim, Cheol Young (57188847912)","57188847912","Innovative behavior, empowerment, and work engagement: Joint curvilinear effect on well-being","2024","Social Behavior and Personality","52","5","e13095","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85193022194&doi=10.2224%2fsbp.13095&partnerID=40&md5=f2f6c91e615233964331e39358a06783","The relationship between innovative behavior and psychological well-being has been well documented. Organizations believe that innovative behavior is essential for their survival and can increase their effectiveness, promoting employee happiness. However, the causal orientation discrepancies between self-determination theory and conservation of resources theory predict the complexity of this relationship. I examined the curvilinear relationship between innovative behavior and psychological well-being, as well as the moderating effects of empowering leadership and work engagement on this relationship. Analysis revealed an inverted U-shaped relationship between innovative behavior and psychological well-being, which was strengthened by empowering leadership and work engagement. Furthermore, psychological well-being positively influenced in-role performance. By revealing the effects on performance, this study contributes to the literature on innovation and positive organizational behavior, and provides practical implications and suggestions for future research on possible nonlinearities among the examined variables. © 2024 Scientific Journal Publishers Limited. All Rights Reserved.","empowering leadership; innovative behavior; psychological well-being; work engagement",""
"Monnot M.J.; Beehr T.A.","Monnot, Matthew J. (26641906500); Beehr, Terry A. (7003378423)","26641906500; 7003378423","The Good Life Versus the “Goods Life”: An Investigation of Goal Contents Theory and Employee Subjective Well-Being Across Asian Countries","2022","Journal of Happiness Studies","23","3","","1215","1244","29","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85114400498&doi=10.1007%2fs10902-021-00447-5&partnerID=40&md5=9cf69f6d45e5310d9a1893554b83b3ea","Asian economies have experienced extraordinary growth in recent decades, and yet individual employee happiness and satisfaction has remained relatively stagnant. This can be explained in part by a related shift toward materialist goal aspirations. Goal Contents Theory (GCT) suggests that not all goals are created equal: intrinsic goal orientations are more strongly related to subjective well-being, for example. Using one of the most comprehensive surveys of Asia ever conducted, the current study examines the central tenets of GCT in several ways. Results show intrinsic (i.e., health, safety and security, affiliation, community feeling, self-acceptance and growth) relative to extrinsic goal orientation (i.e., money and materialism) is more strongly related to higher levels of satisfaction with one’s income, job, life, and accomplishments. Additionally, results of linear and nonlinear modeling display the diminishing marginal utility of income (the most widely utilized extrinsic incentive) on satisfaction. This curvilinear effect is exacerbated by extrinsic orientation. Finally, Multilevel Item Response Theory (MIRT) analysis confirmed a hierarchical ordering of intrinsic need strength and displayed the positive effect of national human development (i.e., Human Development Index) on individual intrinsic goal orientation. Results demonstrate the importance of organizational and national policies that emphasize human as well as economic development. © 2021, The Author(s), under exclusive licence to Springer Nature B.V.","Goal contents theory; Intrinsic needs; Job satisfaction; Motivation; Well-being","article; Asia; controlled study; economic development; emotional well-being; employee; human; human development; incentive; job satisfaction; marginal utility; money; security; theoretical study"
"Sharma S.; Tiwari V.","Sharma, Shubham (57918555500); Tiwari, Vivek (56366526400)","57918555500; 56366526400","Modelling the Impact of Emotional Intelligence, Career Success and Happiness on Turnover Intention Among Managerial-level Employees in the Information Technology Industry","2023","FIIB Business Review","12","3","","279","293","14","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85139438548&doi=10.1177%2f23197145221121082&partnerID=40&md5=c1dabdab732a5bb438ae7886bdf427da","Turnover is a major concern in the information technology (IT) industry. Using affective event theory (AET) and conservation of resources (COR) theory, this study investigates how employees’ emotional intelligence indirectly affects their turnover intention in India’s IT industry, specifically in northern part of India, through objective career success (salary) and subjective career success (career satisfaction). Furthermore, the underlying role of employee’s happiness at work between overall career success and turnover intention is investigated. Results suggest emotional intelligence to be negatively related to turnover intention via overall career success. In addition, happiness was found to be an underlying factor in the relationship between career satisfaction and turnover intention. Furthermore, perceived career opportunities within the organization is explored as an essential boundary condition in employees’ decision to stay with their current employer. Finally, unique theoretical and practical contributions are offered for employers in the IT industry. © 2022 Fortune Institute of International Business.","Emotional intelligence; happiness at work; India’s IT industry; objective career success; perceived career opportunities; subjective career success; turnover intention",""
"Bashir I.; Qureshi I.H.; Ilyas Z.","Bashir, Ifra (57778986700); Qureshi, Ishtiaq Hussain (57208772897); Ilyas, Zahid (58813959100)","57778986700; 57208772897; 58813959100","How does employee financial well-being influence employee productivity: a moderated mediating examination","2024","International Journal of Social Economics","","","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85182407218&doi=10.1108%2fIJSE-09-2023-0676&partnerID=40&md5=dc86fbc4fb98938a49c1340b264b7d42","Purpose: Drawing from the combined theoretical approaches of the conservation of resources theory, broaden-and-build theory of positive emotions and social cognitive theory, the current study examined the relationships between employee financial well-being and employee productivity via employee happiness while exploring the moderating role of gender in this mediated relationship. Design/methodology/approach: Using partial least squares approach for structural equation modeling, the hypothesized model was tested employing primary data collected from banking employees. Findings: The results showed that employee financial well-being has a significant positive effect on employee productivity and this effect was mediated by employee happiness. In addition, the results showed that this indirect effect was moderated by gender such that the relationship was more pronounced in males (versus females). Originality/value: This study contributes to the nescient research on the consequences of financial well-being especially at an organizational level, with several implications for individuals, employees and organizations, while at the same time offering new insights for future investigation. Peer review: The peer review history for this article is available at: https://publons.com/publon/10.1108/IJSE-09-2023-0676 © 2024, Emerald Publishing Limited.","Employee financial well-being; Employee happiness; Employee productivity; Gender; Moderated mediation",""
"Younus T.S.; Wahbah H.; Ahmad R.","Younus, Tareq Shareef (57744101400); Wahbah, Hasan (57447176800); Ahmad, Reyaz (58277341600)","57744101400; 57447176800; 58277341600","Exploring Influence of Spreading Sport’s Culture on Employees’ Happiness and Tolerance as a Part of Sustainable Development at American College of Dubai","2022","Information Sciences Letters","11","5","","1733","1740","7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85132077346&doi=10.18576%2fisl%2f110530&partnerID=40&md5=ad687a7270e310b41700c8978d93edda","Sustainable development is a cultural and global demand regardless of the geographical region of this planet. In this context, the goals of sustainable development are broad and diverse, and the human dimension is one of the most important elements among sustainable development issues. The research purpose focuses on employees in both public and private sectors to shift from the sum of daily or weekly hours to the quality of daily work in their organizations. In this context, the current research team chooses the initiative of the American College of Dubai to designate a weekly sports day for its employees. The main justification behind this research is likely to achieve happiness and tolerance among human relatedness. The research unit at the college initiated the monitoring of the phenomenon and constructed a scale that would explore the achievement of this goal at the American College of Dubai. Sports play an important role in improving employees’ mood and willingness toward healthy performance in a healthy organizational environment. It is considered as a source of energy to improve the organization's working environment and improve cultural homogeneity. Our research observations are based on the case of the American College of Dubai (ACD) as a unique example to identify the impact of weekly sports days on employee happiness. It is designated for this type of social activity among the diversified feature of the collegial working environment. It is worth mentioning that the initiative taken up by the college in (2019) has helped us to identify the impact of such non-academic initiatives on generating an environment of happiness and tolerance among the ACD community. © 2022 NSP Natural Sciences Publishing Cor.","Happiness; Sustainable Development; Tolerance; Weekly Sports Day",""
"Met D.İ.; Erkoç A.; İpek B.; Kızıldere N.A.","Met, Dr İlker (8374077400); Erkoç, Ayfer (58064399300); İpek, Birtan (58481729800); Kızıldere, Nefise Atakara (58481328500)","8374077400; 58064399300; 58481729800; 58481328500","Being a game changer with happy workers: The Ziraat Bank example","2023","Heliyon","9","7","e18027","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85164396967&doi=10.1016%2fj.heliyon.2023.e18027&partnerID=40&md5=9db22042aff1eedddaee578404b503cb","Many companies have been implementing strategies in recent years to increase employee happiness, which has become one of their primary corporate objectives. Research has explored which initiatives are effective in promoting employee happiness, the extent to which happiness affects employee performance, and the importance of numerical evidence in this regard. Studies have found a positive correlation between employee happiness and organizational performance, making employee happiness rate a crucial indicator for measuring the health and sustainability of an organization. The aim of this research was to examine the connection between performance scores and happiness, drawing on Fisher's “happy-super worker” hypothesis proposed in 1980. Data analysis was conducted on seven quarters (21 months) of information from 4,277 employees, and the results confirmed that happiness and performance are positively correlated. The study revealed that happiness had a beneficial impact on performance at both low- and high-performance score levels, albeit with a gradual effect. In contrast, happiness had a more rapid impact on success at medium-performance levels. However, a positive association was found between happiness and success across all performance scores, including low, medium, and high performance. The study revealed a curvilinear relationship between happiness and performance. Furthermore, panel data modeling showed that an increase of 1 unit in individual happiness at any given time led to an average increase of 3.41 units in their performance score. © 2023 The Authors","Correlation; Employee performance; Happiness; Panel data; Random coefficient models; Sustainable organizational strategies",""
"","","","CSR and happiness: Indonesian study from banking sector revealed positive effect of CSR involvement on employee wellbeing","2024","Human Resource Management International Digest","32","5","","16","17","1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85195895193&doi=10.1108%2fHRMID-04-2024-0094&partnerID=40&md5=c4e04c22df86932ce15b43453ed881f9","Purpose: This paper aims to review the latest management developments across the globe and pinpoint practical implications from cutting-edge research and case studies. Design/methodology/approach: This briefing is prepared by an independent writer who adds their own impartial comments and places the articles in context. Findings: A study from the financial sector in Indonesia showed that CrM (cause-related marketing) has a positive effect on employee happiness. This was especially the case when the employees were actively involved in the CrM. Originality/value: The briefing saves busy executives, strategists and researchers hours of reading time by selecting only the very best, most pertinent information and presenting it in a condensed and easy-to-digest format. © 2024, Emerald Publishing Limited.","Banking; Cause-related marketing (CrM); Corporate social responsibility; Happiness at work (HaW)",""
"Hamid Z.; Kundi Y.M.","Hamid, Zeeshan (57226746057); Kundi, Yasir Mansoor (57218458196)","57226746057; 57218458196","Discretionary HR practices and happiness at work (HAW): a sequential mediation model of perceived organizational support and meaning of work","2024","Evidence-based HRM","","","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85190789361&doi=10.1108%2fEBHRM-05-2023-0111&partnerID=40&md5=d1054d4c930e2716617b108dc8b6e383","Purpose: This paper aims to explore the mechanisms by which employees’ happiness at work (HAW) can be promoted. Drawing on the social exchange theory (SET), this study examined the relationships among discretionary human resource (HR) practices, perceived organizational support (POS), meaning of work (MOW) and HAW. Design/methodology/approach: A three-path mediation model was developed to test the proposed relationships. The data were collected from Pakistani business professionals (n = 361), and hypotheses were tested using the PROCESS macro for SPSS. Findings: The results suggest that POS mediates the relationship between discretionary HR practices and HAW. Also, MOW mediated the relationship between discretionary HR practices and HAW. Hence, both POS and MOW were found to be independent mediators. Further, the data provided support for the serial mediation of POS and MOW in the relationship between discretionary HR practices and HAW. Practical implications: This research provides insights to organizations and their management on how discretionary HR practices can enhance employees’ POS, MOW and HAW. Originality/value: The findings show that discretionary HR practices are associated with employees’ HAW. In addition, two mediators (POS and MOW) were found to serially mediate the aforesaid relationships. These findings are novel, as no prior research has used this nascent methodological approach to deepen our understanding by examining the associations between discretionary HR practices, POS, MOW and employees’ HAW. © 2024, Zeeshan Hamid and Yasir Mansoor Kundi.","Discretionary human resource practices; Happiness at work; Meaning of work; Perceived organizational support",""
"Chang C.-P.; Hsu P.-C.","Chang, Cheng-Ping (33067448900); Hsu, Pei-Chun (55968047100)","33067448900; 55968047100","The correlation between employee information literacy and employee creativity","2015","Quality and Quantity","49","1","","221","234","13","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84890521146&doi=10.1007%2fs11135-013-9983-5&partnerID=40&md5=cbb698f7408ffaded9a433fb733ec9a9","The main purpose of this study is to investigate the information literacy and creativity that employees should possess when dealing with workplace-related issues in the information technology era, in order to further improve organizational competitiveness. This study enrolled organization employees as the subjects in an attempt to understand the current status of their information literacy and creativity, as well as to include happiness as a moderator for investigation. This study used stratified convenience sampling to distribute both online and written questionnaires according to the units. A total of 355 questionnaires were returned, with a return rate of 71 %. The results showed that there is a significant positive correlation between employee information literary and employee creativity (EC), and there is a significant positive correlation between employee happiness and EC. Employee happiness can moderate the relationship between employee information literacy and employee creativity. © 2013, Springer Science+Business Media Dordrecht.","Employee creativity; Employee happiness; Employee information literacy",""
"Kustiawan U.; Marpaung P.; Lestari U.D.; Andiyana E.","Kustiawan, Unggul (57325384100); Marpaung, Pardamean (57558904900); Lestari, Unik Dwi (57557606800); Andiyana, Egi (57557868600)","57325384100; 57558904900; 57557606800; 57557868600","The Effect of Affective Organizational Commitment, Job Satisfaction, and Employee Engagement on Job Happiness and Job Performance on Manufacturing Company in Indonesia","2022","WSEAS Transactions on Business and Economics","19","","52","573","591","18","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85127414300&doi=10.37394%2f23207.2022.19.52&partnerID=40&md5=e8b43a775acccff6a7af84880b567d6e","This study examines the effect of affective organizational commitment, job satisfaction, and employee engagement on job happiness and employees' performance in a manufacturing company. The research sample is the employee with a minimum of two years of tenure at a manufacturing company. This research is quantitative research using the Structural Equation Model (SEM) method. Results show that job satisfaction, employee engagement, and affective organizational commitment play a vital role in improving employee happiness performance at working place. This study utilized a total of 275 questionnaires that were administered to respondents at a manufacturing company in Indonesia from May until July 2021. Research respondents were selected using the purposive sampling method. These findings may guide the implementation of human resources or other organization management in the manufacturing industry. For instance, they may use job happiness (mental well-being) to predict employee behaviors and then formulate recruitment policies that will help maintain employee happiness and satisfaction. This research aims to add information on human resources management science and positive managerial implications on employee happiness and performance in the Indonesian manufacturing sector. © 2022, World Scientific and Engineering Academy and Society. All rights reserved.","Affective Organizational Commitment; Employee Engagement; Job Performance; Job Satisfaction; Manufacturing",""
"Espasandín-Bustelo F.; Ganaza-Vargas J.; Diaz-Carrion R.","Espasandín-Bustelo, Francisco (36914697300); Ganaza-Vargas, Juan (7801475237); Diaz-Carrion, Rosalia (57195131601)","36914697300; 7801475237; 57195131601","Employee happiness and corporate social responsibility: the role of organizational culture","2021","Employee Relations","43","3","","609","629","20","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097849424&doi=10.1108%2fER-07-2020-0343&partnerID=40&md5=8e7971af5c2f4c787f7b667184e8bb2f","Purpose: This research explores how does the organizational culture influence internal corporate social responsibility (CSR) actions and the effect of these actions on the level of happiness of employees. Design/methodology/approach: The study adopts an employee perspective since the perception of employees is the unit of analysis. By relying on a sample of 921 workers of firms from different sectors and sizes headquartered in Spain, the empirical analysis is performed using partial least squares. Findings: The findings evidence that clan and adhocracy cultures highly foster internal CSR practices and that internal CSR activities enhance employees' happiness. The mediating role of internal CSR in the relationship between organizational culture and employee happiness is also found. These results suggest that managers could play a proactive role in fostering internal CSR by designing the organizational culture according to features of clan and adhocracy cultures such as flexibility, innovation, creativity, autonomy, communication, training and support of supervisors. Research limitations/implications: The research focuses on a single country, which makes it difficult to generalize the results and guides future research into cross-cultural analysis. Including countries that present differences in their cultural and institutional context would allow to explore the influence of the national context on the business culture, on internal CSR and on employee happiness. This work is also limited in time, as the data used are of a cross-cultural nature. Practical implications: A greater effort in internal CSR by companies translates into a higher level of happiness for their workers. Specifically, occupational health and safety practices have the greatest influence on employee happiness. Hence, organizations must develop cultures that contribute to promote internal CSR—adhocracy and clan—since this would enhance employees' happiness if the values and beliefs that characterize these cultural configurations are translated into internal CSR practices such as occupational health and safety, work–life balance and equal opportunities. Social implications: The improvement of employee happiness creates social value and can be enhanced through an organizational culture that promotes CSR. The research findings might be useful when defining institutional policies to promote job quality, as encouraged by the social policy agenda of the United Nations embodied in the Sustainable Development Goals. Originality/value: Promoting internal CSR through organizational culture will have positive effects for companies internally by enhancing employees' happiness. Therefore, the article contributes to overcome the lack of evidence about the antecedents of internal CSR and its relationship with employees' happiness, an emerging variable in the management literature. © 2020, Emerald Publishing Limited.","Employee happiness; Institutional theory; Internal CSR; Organizational culture; PLS",""
"Joo B.-K.; Lee I.","Joo, Baek-Kyoo (55166985500); Lee, Insuk (57366794800)","55166985500; 57366794800","Workplace happiness: work engagement, career satisfaction, and subjective well-being","2017","Evidence-based HRM","5","2","","206","221","15","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85026441530&doi=10.1108%2fEBHRM-04-2015-0011&partnerID=40&md5=6624b31eddbd9c1b97133ad302c478d1","Purpose: Employee happiness or well-being is an emerging topic in management as well as in psychology. The purpose of this paper is to investigate the effects of perceived organizational support (POS) and psychological capital (PsyCap) on happiness in employees’ work (i.e. work engagement), careers (i.e. career satisfaction), and lives (i.e. subjective well-being (SWB)). Design/methodology/approach: Data were collected from 550 employees in a conglomerate in South Korea. For statistical analysis, we conducted confirmatory factor analysis, reliability and correlation analysis, and structural equation modeling analyses. Findings: Employees were highly engaged in their work, satisfied with their careers, and felt a greater sense of well-being in their lives when they had higher POS and PsyCap. Work engagement fully mediated the relationship between PsyCap and career satisfaction. POS had an indirect effect on SWB through career satisfaction. With regards to the relationships among the three outcome variables, career satisfaction turned out to fully mediate the relationship between work engagement and SWB. In addition, the direct effect of PsyCap on SWB was also found to be significant. Research limitations/implications: This study focused on knowledge workers in South Korean for-profit firms. The participants were mostly male, junior or middle managers. Using a cross-sectional survey method, this empirical study leaves room for speculation about the causality among the variables. As the results of exploratory and confirmatory factor analyses indicate, however, common method variance was found to not be of great concern. Practical implications: The mission of human resources (HR) and organization development (OD) professionals in organizations is to improve individual and organizational performance and to enhance employees’ well-being. HR/OD professionals can enhance employees’ happiness not only in their work and careers but also in their lives by improving POS (e.g. growth opportunity, performance management, and compensation system) and developing PsyCap (e.g. staffing, training, and development, etc.). Originality/value: This study linked the emerging constructs in positive psychology in general, in HR/OB in particular. To date, no study has empirically investigated the effects of PsyCap and POS on the three workplace happiness constructs: work engagement, career satisfaction, and SWB. This is the first study that found the relationship between POS and PsyCap. Last, while South Koreans are more collectivistic and less satisfied with their lives than the Organisation for Economic Co-operation and Development average, the respondents in this study, working for highly reputable firms, perceived high level of happiness in their work and career, and eventually in their lives. Thus, organizational features had a stronger effect on workplace happiness than national culture. © 2017, © Emerald Publishing Limited.","Career satisfaction; Engagement; Perceived organizational support; Psychological capital; Well-being",""
"Sherman A.; Barokas G.","Sherman, Arie (35105934000); Barokas, Guy (57195299018)","35105934000; 57195299018","Are happy people more employable? Evidence from field experiments","2019","Applied Economics Letters","26","17","","1384","1387","3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85058693293&doi=10.1080%2f13504851.2018.1558345&partnerID=40&md5=5224628ffb5fd245711eafca16860637","This novel study investigated the response of the labour market to employee happiness. Two field experiments examined the role of happiness in the hiring process. We found that including a personal happiness statement in the curricula vitae significantly increases employer callbacks for men. Strikingly, women do not enjoy the same happiness premium. © 2018, © 2018 Informa UK Limited, trading as Taylor & Francis Group.","employment; gender discrimination; Happiness; job market efficiency","employment; experiment; gender issue; labor market"
"Awada N.; Johar S.S.H.; Ismail F.B.","Awada, Nesreen (57210978845); Johar, Siti Sarawati Hj. (57204045987); Ismail, Fadillah Binti (57193351645)","57210978845; 57204045987; 57193351645","The effect of employee happiness on employee performance in UAE: The moderating role of spirituality and emotional wellness","2020","International Journal of Psychosocial Rehabilitation","24","3","","1311","1321","10","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081021849&doi=10.37200%2fIJPR%2fV24I3%2fPR200881&partnerID=40&md5=4e4e2e4a5355b4898fa3f96d35af0e35","Happiness is the ultimate goal of life. There are few studies that examined the effect of employee happiness on employee performance and most of these studies examined the employee happiness in the context of business organizations in developed countries. In addition, few studies examined the employee spiritual and emotional wellness. The purpose of this study is to examine the effect of employee happiness on employee spiritual and emotional wellness, and employee performance in the public sector of the United Arab Emirates (UAE). The study also aims to examine the moderating role of employee spiritual and emotional wellness. The population of this study is the public servants in Abu Dhabi and Dubai. A random sampling technique is deployed. The instrument of data collection is a questionnaire. The questionnaire was validated, and a pilot study was conducted prior to data collection. Data examination was conducted using Statistical Package for Social Science (SPSS). The hypotheses of this study were tested using Smart Partial Least Square (Smart PLS). The findings indicated that employee happiness has a significant effect on employee performance and spiritual and emotional wellness. Employee spiritual and emotional wellness moderated the effect of employee happiness on employee performance. Decision makers are recommended to increase the employee happiness and spirituality and emotional wellness at the workplace. © 2020, Hampstead Psychological Associates. All rights reserved.","Employee happiness; Employee performance; Spirituality and emotional wellness","Abu Dhabi; article; civil servant; Dubai; happiness; human; human experiment; least square analysis; pilot study; public sector; questionnaire; religion; sociology; workplace"
"Stankevičiūtė Ž.; Staniškienė E.; Ramanauskaitė J.","Stankevičiūtė, Živilė (57194236230); Staniškienė, Eglė (57192832854); Ramanauskaitė, Joana (57197792066)","57194236230; 57192832854; 57197792066","The impact of job insecurity on employee happiness at work: A case of robotised production line operators in furniture industry in Lithuania","2021","Sustainability (Switzerland)","13","3","1563","1","20","19","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100668265&doi=10.3390%2fsu13031563&partnerID=40&md5=668bd9f5f9dfc21612dd137b67ce281e","As a result of intensive robotisation over the past decade, employees have been constantly experiencing job insecurity, a term which refers to the perceived threat of job loss and the worries related to this threat. Previous studies have supported the detrimental effect of job insecurity on employees; however, the focus on happiness at work is still missing, despite the notion that a happy employee is essentially contributing to sustainable business performance. Trying to narrow the gap, the paper aims at revealing the linkage between job insecurity and happiness at work and its dimensions, namely job satisfaction, affective organisational commitment, and work engagement. Building on the hindrance stressor dimension of the stress model, and conservation of resources and psychological contract theories, the paper claims that a negative relationship exists between the constructs. Quantitative data were collected in a survey of robotised production line operators working in the furniture sector in Lithuania. As predicted, the results revealed that job insecurity had a negative impact on happiness at work as a higher-order construct and all of its dimensions. This finding should be taken seriously by organisations creating a robotised production environment while striving for sustainability. © 2021 by the authors. Licensee MDPI, Basel, Switzerland.","Affective organisational commitment; Furniture industry; Happiness at work; Job insecurity; Job satisfaction; Robotisation; Work engagement","Lithuania; business development; employment generation; psychology; quality of life; quantitative analysis; robotics; stress measurement; working conditions"
"Soderlund M.; Berg H.","Soderlund, Magnus (7004029868); Berg, Hanna (56180214800)","7004029868; 56180214800","Employee emotional displays in the extended service encounter: A happiness-based examination of the impact of employees depicted in service advertising","2020","Journal of Service Management","31","1","","115","136","21","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85075446336&doi=10.1108%2fJOSM-06-2019-0208&partnerID=40&md5=1486f393531b78beca5afb495b5cff21","Purpose: The purpose of this paper is to examine the impact of happiness expressed by service firm employees when they are depicted in marketing communications materials, such as printed ads and videos. Design/methodology/approach: Two experiments were conducted in a fitness service setting, in which employee display of happiness was manipulated (low vs high). Findings: Both experiments showed that expressions of high levels of happiness produced a more positive attitude toward the service employee than expressions of low levels of happiness. Moreover, the impact of the expression of happiness on the evaluation of the employee was mediated by several variables, which suggests that the influence of depicted employees’ emotional expressions can take several routes. Practical implications: The results imply that service firms should not only be mindful about which specific employee they select for appearing in marketing communications materials, they should also pay attention to the emotional displays of selected employees. Originality/value: The present study contributes to previous research by assessing a set of potential mediators to explain why displays of happiness influence consumers, and by examining these effects in a marketing communications setting in which the customer is exposed to still images or video-based representations of the employee. The present study also focuses explicitly on happiness rather than on smiles. © 2019, Emerald Publishing Limited.","Advertising effectiveness; Emotional displays; Employee happiness; Service marketing",""
"Al Hammadi N.Y.; Bin Masrom M.A.N.; Mohamed S.","Al Hammadi, Naser Yassin (58444146700); Bin Masrom, Md Asrul Nasid (55767870200); Mohamed, Sulzakimin (57169628300)","58444146700; 55767870200; 57169628300","Happiness of oil and gas industry employees in relations to productivity: Abu dhabi, UAE","2019","International Journal of Engineering and Advanced Technology","8","5","","1107","1121","14","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073756149&doi=10.35940%2fijeat.E1156.0585C19&partnerID=40&md5=a2f924c718e9811b79d9d76255332517","In recent years, oil and gas industries in the United Arab Emirates (UAE) experienced economic challenges brought about by changes happening in the world market. Consequently, given the economic challenges and the instability of the oil and gas sector in the UAE, the level of happiness of the employees may somehow be negatively affected. Nowadays, different companies not only oil and gas industry pose a great challenge towards happiness of employees. Study on employees’ happiness has recently gained much attention due to its emphasis in organizational studies and the impact it has on overall employee performance. This research study aims to investigate and critically assess the common attributes that affects happiness of employees in the oil and gas industry in Abu Dhabi, UAE. In addition, this study intends to examine the relationship between happiness of employees and productivity in the said sector in the midst of the present challenges happening in the oil and gas sector in the Middle East region. Essentially, this research consists of two main objectives which include: (1) To identify the internal and external factors affecting the happiness of employees, and (2) To investigate how these factors related to employee’s productivity. To achieve the aims of this research, a quantitative research method will be applied in this study. Specifically, a survey research will be used to gather data who are mainly present employees on the selected oil and gas company in Abu Dhabi, UAE. Findings will be tabulated and analyzed in relation to the objectives of the study using IBM Statistical Package for the Social Sciences (SPSS). The expected outcomes of this study would be beneficial to prove and validate factors that affects employee’s happiness and the link to employee productivity thus, it might provide insights on companies to adopt ways in sustaining or increase the employees’ happiness in the oil and gas industry. © 2019, Blue Eyes Intelligence Engineering and Sciences Publication. All rights reserved.","Happiness; Job performance; Oil and gas; Productivity; Quantitative; United arab emirates",""
